Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Team
412,Adama Traoré,es ESP,"FW,MF",28-060,9,0,108.0,1.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.3,1.6,5.0,5.0,8.0,0.83,0.83,1.67,0.83,1.67,1.01,0.29,1.29,1.01,1.29,Fulham
413,Luke Harris,wls WAL,MF,18-357,1,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Fulham
414,Fodé Ballo-Touré,sn SEN,"DF,MF",27-082,5,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
415,Armando Broja,al ALB,FW,22-197,4,0,51.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,1.0,5.0,0.0,1.76,1.76,0.0,1.76,0.0,0.7,0.7,0.0,0.7,Fulham
416,Aleksandar Mitrović,rs SRB,FW,29-191,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,Fulham
417,Marek Rodák,sk SVK,GK,27-103,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Fulham
418,Luc De Fougerolles,ca CAN,DF,18-165,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulham
419,Matt Dibley-Dias,nz NZL,MF,20-045,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulham
420,Tyrese Francois,au AUS,MF,23-253,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulham
421,Joshua King,eng ENG,MF,17-082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulham
422,Kevin Mbabu,ch SUI,DF,28-341,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulham
423,Kristian Sekularac,ch SUI,MF,20-109,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulham
424,Jay Stansfield,eng ENG,"FW,MF",21-122,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulham
425,Devan Tanton,co COL,DF,20-082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulham
426,Illia Zabarnyi,ua UKR,DF,21-206,28,28,2520.0,28.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.3,1.4,21.0,90.0,1.0,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Bournemouth
427,Dominic Solanke,eng ENG,FW,26-193,28,28,2494.0,27.7,15.0,3.0,18.0,14.0,1.0,2.0,2.0,0.0,16.1,14.5,2.5,17.0,33.0,46.0,139.0,0.54,0.11,0.65,0.51,0.61,0.58,0.09,0.67,0.52,0.61,Bournemouth
428,Ryan Christie,sct SCO,MF,29-032,28,27,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,1.5,1.5,4.5,6.0,50.0,120.0,68.0,0.0,0.16,0.16,0.0,0.16,0.06,0.18,0.25,0.06,0.25,Bournemouth
429,Neto,br BRA,GK,34-250,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
430,Lewis Cook,eng ENG,MF,27-051,23,22,1890.0,21.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,0.2,0.2,3.0,3.2,14.0,102.0,11.0,0.0,0.14,0.14,0.0,0.14,0.01,0.14,0.15,0.01,0.15,Bournemouth
431,Marcus Tavernier,eng ENG,FW,25-003,25,21,1815.0,20.2,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,3.6,3.6,4.9,8.5,73.0,74.0,148.0,0.1,0.2,0.3,0.1,0.3,0.18,0.24,0.42,0.18,0.42,Bournemouth
432,Marcos Senesi,ar ARG,DF,26-320,23,19,1658.0,18.4,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,1.0,1.0,0.8,1.8,21.0,88.0,3.0,0.16,0.11,0.27,0.16,0.27,0.05,0.05,0.1,0.05,0.1,Bournemouth
433,Antoine Semenyo,gh GHA,FW,24-078,24,18,1424.0,15.8,7.0,1.0,8.0,7.0,0.0,0.0,4.0,0.0,3.5,3.5,2.3,5.8,56.0,43.0,128.0,0.44,0.06,0.51,0.44,0.51,0.22,0.15,0.37,0.22,0.37,Bournemouth
434,Justin Kluivert,nl NED,"MF,FW",24-325,22,17,1224.0,13.6,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,3.6,3.6,1.5,5.1,38.0,32.0,79.0,0.29,0.0,0.29,0.29,0.29,0.26,0.11,0.37,0.26,0.37,Bournemouth
435,Milos Kerkez,hu HUN,DF,20-139,21,16,1447.0,16.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,29.0,31.0,70.0,0.0,0.06,0.06,0.0,0.06,0.02,0.02,0.04,0.02,0.04,Bournemouth
436,Adam Smith,eng ENG,DF,32-331,19,16,1420.0,15.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8,0.8,16.0,64.0,20.0,0.0,0.13,0.13,0.0,0.13,0.0,0.05,0.05,0.0,0.05,Bournemouth
437,Philip Billing,dk DEN,MF,27-288,23,12,1239.0,13.8,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.1,2.1,2.9,5.0,17.0,46.0,54.0,0.15,0.15,0.29,0.15,0.29,0.16,0.21,0.37,0.16,0.37,Bournemouth
438,Max Aarons,eng ENG,DF,24-081,14,12,1085.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,19.0,40.0,22.0,0.0,0.08,0.08,0.0,0.08,0.0,0.07,0.07,0.0,0.07,Bournemouth
439,Lloyd Kelly,eng ENG,DF,25-171,14,12,1012.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.4,12.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Bournemouth
440,Alex Scott,eng ENG,MF,20-217,15,7,692.0,7.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.8,1.3,15.0,33.0,18.0,0.13,0.13,0.26,0.13,0.26,0.06,0.11,0.17,0.06,0.17,Bournemouth
441,Dango Ouattara,bf BFA,"DF,FW",22-043,20,6,673.0,7.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,1.0,2.9,33.0,28.0,62.0,0.13,0.13,0.27,0.13,0.27,0.25,0.14,0.39,0.25,0.39,Bournemouth
442,Luis Sinisterra,co COL,"FW,MF",24-282,19,6,661.0,7.3,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.3,4.8,49.0,38.0,79.0,0.27,0.27,0.54,0.27,0.54,0.34,0.31,0.66,0.34,0.66,Bournemouth
443,Chris Mepham,wls WAL,DF,26-141,9,5,527.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,4.0,25.0,0.0,0.0,0.17,0.17,0.0,0.17,0.02,0.07,0.08,0.02,0.08,Bournemouth
444,Joe Rothwell,eng ENG,MF,29-074,11,3,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,6.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Bournemouth
445,David Brooks,wls WAL,"FW,MF",26-261,13,2,282.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.0,3.2,8.0,21.0,27.0,0.32,0.32,0.64,0.32,0.64,0.7,0.33,1.03,0.7,1.03,Bournemouth
446,Ionuț Radu,ro ROU,GK,26-302,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
447,Jaidon Anthony,eng ENG,FW,24-115,3,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Bournemouth
448,James Hill,eng ENG,DF,22-075,3,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
449,Kieffer Moore,wls WAL,"FW,MF",31-230,8,0,108.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,2.0,4.0,15.0,0.83,0.0,0.83,0.83,0.83,1.23,0.2,1.44,1.23,1.44,Bournemouth
450,Enes Ünal,tr TUR,"MF,FW",26-320,6,0,102.0,1.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,1.0,3.0,15.0,0.88,0.88,1.76,0.88,1.76,0.99,0.18,1.17,0.99,1.17,Bournemouth
451,Hamed Junior Traorè,ci CIV,MF,24-038,3,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.07,0.41,0.34,0.41,Bournemouth
452,Tyler Adams,us USA,MF,25-040,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
453,Romain Faivre,fr FRA,"MF,DF",25-255,3,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.71,0.71,Bournemouth
454,Ben Greenwood,ie IRL,DF,21-034,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth
455,Gavin Kilkenny,ie IRL,MF,24-053,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth
456,Emiliano Marcondes,dk DEN,"FW,MF",29-016,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth
457,Darren Randolph,ie IRL,GK,36-318,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth
458,Dominic Sadi,eng ENG,MF,20-205,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth
459,Mark Travers,ie IRL,GK,24-312,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth
460,Maxwell Wellings,eng ENG,DF,19-052,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth
461,Joachim Andersen,dk DEN,DF,27-299,28,28,2519.0,28.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,1.7,3.0,20.0,121.0,8.0,0.07,0.07,0.14,0.07,0.14,0.05,0.06,0.11,0.05,0.11,Crystal Palace
462,Tyrick Mitchell,eng ENG,DF,24-206,27,27,2347.0,26.1,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,1.6,2.4,15.0,70.0,104.0,0.04,0.08,0.12,0.04,0.12,0.03,0.06,0.09,0.03,0.09,Crystal Palace
463,Jordan Ayew,gh GHA,"FW,MF",32-196,26,25,2134.0,23.7,4.0,6.0,10.0,4.0,0.0,0.0,8.0,1.0,3.6,3.6,4.0,7.6,66.0,58.0,157.0,0.17,0.25,0.42,0.17,0.42,0.15,0.17,0.32,0.15,0.32,Crystal Palace
464,Jefferson Lerma,co COL,MF,29-152,23,23,2025.0,22.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,2.6,2.6,2.2,4.7,13.0,91.0,48.0,0.04,0.04,0.09,0.04,0.09,0.12,0.1,0.21,0.12,0.21,Crystal Palace
465,Marc Guéhi,eng ENG,DF,23-256,22,22,1912.0,21.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.2,13.0,58.0,6.0,0.0,0.05,0.05,0.0,0.05,0.03,0.02,0.05,0.03,0.05,Crystal Palace
466,Sam Johnstone,eng ENG,GK,31-000,20,20,1796.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
467,Joel Ward,eng ENG,DF,34-148,20,20,1692.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.1,16.0,60.0,14.0,0.0,0.05,0.05,0.0,0.05,0.05,0.01,0.06,0.05,0.06,Crystal Palace
468,Odsonne Édouard,fr FRA,"FW,MF",26-069,22,17,1427.0,15.9,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,5.7,5.7,1.1,6.8,31.0,32.0,87.0,0.38,0.0,0.38,0.38,0.38,0.36,0.07,0.43,0.36,0.43,Crystal Palace
469,Jeffrey Schlupp,gh GHA,"FW,MF",31-093,20,17,1223.0,13.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,3.5,18.0,28.0,37.0,0.07,0.07,0.15,0.07,0.15,0.13,0.13,0.25,0.13,0.25,Crystal Palace
470,Chris Richards,us USA,"DF,MF",23-363,19,16,1464.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,0.0,26.0,1.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03,Crystal Palace
471,Jean-Philippe Mateta,fr FRA,FW,26-271,25,15,1505.0,16.7,5.0,4.0,9.0,3.0,2.0,2.0,2.0,0.0,5.0,3.4,2.5,5.9,20.0,17.0,86.0,0.3,0.24,0.54,0.18,0.42,0.3,0.15,0.45,0.21,0.36,Crystal Palace
472,Eberechi Eze,eng ENG,"MF,FW",25-270,18,15,1316.0,14.6,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,5.5,4.7,2.9,7.5,43.0,59.0,75.0,0.41,0.07,0.48,0.34,0.41,0.37,0.2,0.57,0.32,0.52,Crystal Palace
473,Will Hughes,eng ENG,MF,28-343,21,15,1313.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,1.0,9.0,43.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Crystal Palace
474,Cheick Doucouré,ml MLI,MF,24-077,11,11,919.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,9.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Crystal Palace
475,Michael Olise,fr FRA,"FW,MF",22-104,11,8,755.0,8.4,6.0,3.0,9.0,5.0,1.0,1.0,0.0,0.0,3.2,2.4,3.3,5.7,35.0,38.0,82.0,0.72,0.36,1.07,0.6,0.95,0.38,0.4,0.77,0.28,0.68,Crystal Palace
476,Dean Henderson,eng ENG,GK,27-013,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
477,Nathaniel Clyne,eng ENG,DF,32-355,10,7,718.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Crystal Palace
478,Daniel Muñoz,co COL,"DF,MF",27-304,6,6,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.2,6.0,13.0,28.0,0.0,0.17,0.17,0.0,0.17,0.11,0.09,0.19,0.11,0.19,Crystal Palace
479,Adam Wharton,eng ENG,MF,19-297,6,5,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,4.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Crystal Palace
480,Jaïro Riedewald,nl NED,"MF,FW",27-198,4,2,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
481,Matheus França,br BRA,"MF,FW",19-359,10,1,232.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.2,12.0,8.0,12.0,0.0,0.39,0.39,0.0,0.39,0.14,0.34,0.48,0.14,0.48,Crystal Palace
482,Naouirou Ahamada,fr FRA,"MF,FW",21-362,16,0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,15.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15,Crystal Palace
483,Jesurun Rak Sakyi,eng ENG,"MF,FW",21-172,6,0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,7.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Crystal Palace
484,David Ozoh,eng ENG,MF,18-299,8,0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
485,James Tomkins,eng ENG,DF,34-362,3,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
486,Remi Matthews,eng ENG,GK,30-044,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
487,Tayo Adaramola,ie IRL,DF,20-132,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
488,Malcolm Ebiowei,eng ENG,MF,20-203,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
489,John-Kymani Gordon,eng ENG,FW,21-041,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
490,Rob Holding,eng ENG,DF,28-187,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
491,Ademola Ola-Adebomi,eng ENG,FW,20-032,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
492,Luke Plange,eng ENG,FW,21-142,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
493,Jadan Raymond,wls WAL,MF,20-162,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
494,Kaden Rodney,eng ENG,MF,19-170,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
495,Franco Umeh-Chibueze,ie IRL,MF,19-059,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
496,Joseph Whitworth,eng ENG,GK,20-025,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Palace
497,Mark Flekken,nl NED,GK,30-286,28,28,2475.0,27.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01,Brentford
498,Vitaly Janelt,de GER,"MF,DF",25-320,29,28,2317.0,25.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,3.9,5.2,19.0,88.0,69.0,0.0,0.08,0.08,0.0,0.08,0.05,0.15,0.2,0.05,0.2,Brentford
499,Christian Nørgaard,dk DEN,MF,30-015,26,26,2175.0,24.2,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,3.4,3.4,1.7,5.1,11.0,146.0,39.0,0.08,0.04,0.12,0.08,0.12,0.14,0.07,0.21,0.14,0.21,Brentford
500,Ethan Pinnock,jm JAM,DF,30-301,23,23,2070.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,1.0,2.7,10.0,54.0,15.0,0.04,0.0,0.04,0.04,0.04,0.07,0.04,0.12,0.07,0.12,Brentford
501,Yoane Wissa,cd COD,FW,27-204,25,22,1898.0,21.1,7.0,1.0,8.0,7.0,0.0,0.0,4.0,0.0,8.0,8.0,2.2,10.2,34.0,31.0,106.0,0.33,0.05,0.38,0.33,0.38,0.38,0.1,0.48,0.38,0.48,Brentford
502,Nathan Collins,ie IRL,DF,22-330,24,21,1932.0,21.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.5,3.1,6.0,71.0,14.0,0.05,0.05,0.09,0.05,0.09,0.08,0.07,0.15,0.08,0.15,Brentford
503,Mathias Jensen,dk DEN,MF,28-084,24,20,1593.0,17.7,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.6,0.6,3.0,3.6,12.0,84.0,47.0,0.17,0.17,0.34,0.17,0.34,0.03,0.17,0.2,0.03,0.2,Brentford
504,Mads Roerslev,dk DEN,DF,24-275,25,17,1471.0,16.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,1.3,2.2,14.0,30.0,69.0,0.06,0.12,0.18,0.06,0.18,0.05,0.08,0.14,0.05,0.14,Brentford
505,Bryan Mbeumo,cm CMR,FW,24-231,16,15,1298.0,14.4,7.0,3.0,10.0,4.0,3.0,3.0,1.0,0.0,8.5,6.2,2.8,9.0,51.0,66.0,134.0,0.49,0.21,0.69,0.28,0.49,0.59,0.19,0.79,0.43,0.62,Brentford
506,Ben Mee,eng ENG,DF,34-186,16,15,1272.0,14.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.5,1.5,0.3,1.8,11.0,49.0,9.0,0.14,0.0,0.14,0.14,0.14,0.1,0.02,0.13,0.1,0.13,Brentford
507,Kristoffer Ajer,no NOR,DF,25-343,21,14,1298.0,14.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,2.2,2.9,18.0,46.0,28.0,0.07,0.07,0.14,0.07,0.14,0.05,0.15,0.2,0.05,0.2,Brentford
508,Neal Maupay,fr FRA,FW,27-224,24,12,1208.0,13.4,6.0,3.0,9.0,6.0,0.0,0.0,5.0,0.0,5.3,5.3,2.3,7.6,20.0,34.0,85.0,0.45,0.22,0.67,0.45,0.67,0.39,0.17,0.57,0.39,0.57,Brentford
509,Frank Onyeka,ng NGA,MF,26-084,22,11,1141.0,12.7,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,1.9,1.9,1.8,3.7,16.0,33.0,39.0,0.0,0.16,0.16,0.0,0.16,0.15,0.14,0.29,0.15,0.29,Brentford
510,Keane Lewis-Potter,eng ENG,"FW,DF",23-032,22,10,1036.0,11.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.3,3.3,1.5,4.8,36.0,27.0,100.0,0.17,0.09,0.26,0.17,0.26,0.29,0.13,0.42,0.29,0.42,Brentford
511,Ivan Toney,eng ENG,FW,28-009,10,10,900.0,10.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.6,3.6,1.0,4.6,14.0,25.0,66.0,0.4,0.0,0.4,0.4,0.4,0.36,0.1,0.46,0.36,0.46,Brentford
512,Aaron Hickey,sct SCO,DF,21-289,9,9,713.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,0.3,9.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Brentford
513,Saman Ghoddos,ir IRN,DF,30-201,17,7,707.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.3,0.3,1.1,1.4,20.0,32.0,30.0,0.13,0.0,0.13,0.13,0.13,0.04,0.14,0.18,0.04,0.18,Brentford
514,Mathias Jørgensen,dk DEN,DF,33-337,9,7,637.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,3.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,Brentford
515,Sergio Reguilón,es ESP,DF,27-100,8,7,515.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,1.1,1.6,9.0,6.0,18.0,0.0,0.17,0.17,0.0,0.17,0.09,0.19,0.28,0.09,0.28,Brentford
516,Rico Henry,eng ENG,DF,26-261,5,5,401.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.0,1.1,13.0,20.0,12.0,0.0,0.22,0.22,0.0,0.22,0.02,0.22,0.24,0.02,0.24,Brentford
517,Yehor Yarmoliuk,ua UKR,MF,20-024,18,4,471.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.8,7.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15,Brentford
518,Kevin Schade,de GER,"FW,MF",22-119,5,3,257.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.1,3.0,9.0,18.0,0.35,0.0,0.35,0.35,0.35,0.25,0.15,0.4,0.25,0.4,Brentford
519,Mikkel Damsgaard,dk DEN,MF,23-266,14,2,362.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,1.4,6.0,32.0,18.0,0.0,0.25,0.25,0.0,0.25,0.15,0.19,0.34,0.15,0.34,Brentford
520,Shandon Baptiste,gd GRN,MF,25-352,10,2,229.0,2.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.1,3.0,5.0,1.0,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43,Brentford
521,Thomas Strakosha,al ALB,GK,29-006,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
